title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
item_p0000,p0000,0,Fit in four minutes.,ignore,[''],0,0.02702702702702703,2,37
item_p0000,p0000,1,It sounds like a headline from a health magazine; an unattainable promise on late-night satellite TV.,ignore,[''],1,0.05405405405405406,2,37
item_p0000,p0000,2,"Then you attempt Dr Izumi Tabata’s training protocol – 20 seconds of all-out effort, 10 seconds of rest, repeat eight times – and between sounding like Darth Vader as you desperately suck in oxygen and collapsing in a messy bundle of sweat and defeat, you realize just how wrong you were.",ignore,[''],2,0.08108108108108109,2,37
item_p0000,p0000,3,Tabata has seen it all before.,ignore,[''],3,0.10810810810810811,2,37
item_p0000,p0000,4,“They were dead!” he chuckles as he recalls the first time he inflicted the system that bears his name on his university students in the early 1990s.,ignore,[''],4,0.13513513513513514,2,37
item_p0000,p0000,5,“After four minutes’ hard exercise they were wiped out.,ignore,[''],5,0.16216216216216217,2,37
item_p0000,p0000,6,But after six weeks they saw the results and were surprised.,ignore,[''],6,0.1891891891891892,2,37
item_p0000,p0000,7,We all were.” His research followed extensive monitoring of Japan’s speed skating team in the early 1990s when he – along with the team’s coach Irisawa Koichi – noticed that short bursts of brutally hard exercise seemed to be at least as effective as hours of moderate training.,ignore,[''],7,0.21621621621621623,2,37
item_p0000,p0000,8,Tabata set out to show this with a simple experiment.,ignore,[''],8,0.24324324324324326,2,37
item_p0000,p0000,9,One group of moderately trained students performed an hour of steady cardiovascular exercise on a stationary bike five times a week.,ignore,[''],9,0.2702702702702703,2,37
item_p0000,p0000,10,"The other group did a ten-minute warm-up on the bike, followed by four minutes of Tabata intervals, four times a week – plus one 30-minute session of steady exercise with two minutes of intervals.",ignore,[''],10,0.2972972972972973,2,37
item_p0000,p0000,11,The results were startling.,ignore,[''],11,0.32432432432432434,2,37
item_p0000,p0000,12,"After six weeks of testing, the group following Tabata’s plan – exercising for just 88 minutes a week – had increased their anaerobic capacity by 28% and their VO2 max, a key indicator of cardiovascular health and maximal aerobic power, by 15%.",ignore,[''],12,0.35135135135135137,2,37
item_p0000,p0000,13,"The control group, who trained for five hours every week, also improved their VO2 max, but by 10% – and their training had no effect on anaerobic capacity.",ignore,[''],13,0.3783783783783784,2,37
item_p0000,p0000,14,"“We have also measured increases in heart size after three weeks of doing the protocol,” says Tabata.",ignore,[''],14,0.40540540540540543,2,37
item_p0000,p0000,15,"“And there is also forthcoming research that shows that it lowers the risk of diabetes in humans, something we have already shown in rats.” But there are no half-measures here.",ignore,[''],15,0.43243243243243246,2,37
item_p0000,p0000,16,"You can’t go steady on a cross trainer, chewing gum and reading the latest issue of HELLO!",ignore,[''],16,0.4594594594594595,2,37
item_p0000,p0000,17,"The regimen demands head-down bursts on a stationary bike or rowing machine; explosive bodyweight exercises, sprints or suchlike.",ignore,[''],17,0.4864864864864865,2,37
item_p0000,p0000,18,Remember how you felt after doing a 100m sprint at school?,ignore,[''],18,0.5135135135135135,2,37
item_p0000,p0000,19,Imagine doing eight of them with only a tensecond break to recover.,ignore,[''],19,0.5405405405405406,2,37
item_p0000,p0000,20,"“All-out effort at 170% of your VO2 max is the criterion of the protocol,” says Tabata.",ignore,[''],20,0.5675675675675675,2,37
item_p0000,p0000,21,“If you feel OK afterwards you’ve not done it properly.,ignore,[''],21,0.5945945945945946,2,37
item_p0000,p0000,22,The first three repetitions will feel easy but the last two will feel impossibly hard.,ignore,[''],22,0.6216216216216216,2,37
item_p0000,p0000,23,"In the original plan the aim was to get to eight, but some only lasted six or seven.” As one commenter on the popular exercise forum T-Nation puts it: “When done correctly you should meet God.",ignore,[''],23,0.6486486486486487,2,37
item_p0000,p0000,24,Most people are incapable of doing it correctly and shouldn’t even try.” Tabata doesn’t completely agree.,ignore,[''],24,0.6756756756756757,2,37
item_p0000,p0000,25,"“Everyone can do it but beginners should start with educated trainers so that they can work at the correct intensity for them,” he explains.",ignore,[''],25,0.7027027027027027,2,37
item_p0000,p0000,26,"He says that he will soon publish research showing that doing the programme just twice a week, less than half the volume in the original research, still provides significant health benefits.",ignore,[''],26,0.7297297297297297,2,37
item_p0000,p0000,27,"Another soon-to-be-published finding, which Tabata describes as “rather significant”, shows that the Tabata protocol burns an extra 150 calories in the 12 hours after exercise, even at rest, due to the effect of excess post-exercise oxygen consumption.",ignore,[''],27,0.7567567567567568,2,37
item_p0000,p0000,28,So while it is used by most people to get fit – or by fit people to get even fitter – it also burns fat.,ignore,[''],28,0.7837837837837838,2,37
item_p0000,p0000,29,"It’s slightly surprising, therefore, that the plan is still the preserve of the serious athlete and musclehead crowd – although that may change now that Tabata has agreed a deal with Universal Studios that will lead to a network of instructors and a DVD range released towards the end of the year.",ignore,[''],29,0.8108108108108109,2,37
item_p0000,p0000,30,"“I decided to do this because I often go on YouTube and, while I am honoured that people are doing it, some are doing it wrong because they don’t realize the intensity you need to work at,” says Tabata.",ignore,[''],30,0.8378378378378378,2,37
item_p0000,p0000,31,So should we all start incorporating this plan into our fitness regimens?,ignore,[''],31,0.8648648648648649,2,37
item_p0000,p0000,32,"Richard Scrivener, a former Assistant Strength and Conditioning Coach at Northampton Saints Rugby Club, says that while the benefits are clear, Tabatas are an addition, not a replacement, to a favoured sport or training method.",ignore,[''],32,0.8918918918918919,2,37
item_p0000,p0000,33,"“Runners, for instance, need a high level of running economy, which comes from skill acquisition and putting in the miles,” says Scrivener, “But they could effectively ease off the long runs and reduce the overall mileage by introducing Tabata training.",ignore,[''],33,0.918918918918919,2,37
item_p0000,p0000,34,"This will unload the skeleton and give joints the chance to rest and recover, especially if one is prone to niggles or has a history of injuries – and you would probably therefore get more out of the long runs when you do undertake them.” Gym rats can benefit by doing three strength sessions and three Tabatas a week.",ignore,[''],34,0.9459459459459459,2,37
item_p0000,p0000,35,"And the rest of us can build up session by session, week by week, all the time knowing that it will never get easier because every session calls for maximum effort.",ignore,[''],35,0.972972972972973,2,37
item_p0000,p0000,36,That’s the cruel genius of the protocol: it is unrelenting – and effective.,ignore,[''],36,1.0,2,37
