title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
item_p0000,p0000,0,Fit in four minutes.,ignore,[''],0,0.027027027027027,2,37,It should take four minutes.,1
item_p0000,p0000,1,It sounds like a headline from a health magazine; an unattainable promise on late-night satellite TV.,ignore,[''],1,0.054054054054054,2,37,It sounds like a strange headline from a health magazine.,1
item_p0000,p0000,2,"Then you attempt Dr Izumi Tabata’s training protocol – 20 seconds of all-out effort, 10 seconds of rest, repeat eight times – and between sounding like Darth Vader as you desperately suck in oxygen and collapsing in a messy bundle of sweat and defeat, you realize just how wrong you were.",ignore,[''],2,0.081081081081081,2,37,"You have 20 seconds of all-out effort, 10 seconds of rest, and repeat eight times. Between those times, you realize just how wrong you were.",2
item_p0000,p0000,3,Tabata has seen it all before.,ignore,[''],3,0.1081081081081081,2,37,But Tabata has seen it all before.,1
item_p0000,p0000,4,“They were dead!” he chuckles as he recalls the first time he inflicted the system that bears his name on his university students in the early 1990s.,ignore,[''],4,0.1351351351351351,2,37,,3
item_p0000,p0000,5,“After four minutes’ hard exercise they were wiped out.,ignore,[''],5,0.1621621621621621,2,37,The students who did the hard exercise were wiped out.,1
item_p0000,p0000,6,But after six weeks they saw the results and were surprised.,ignore,[''],6,0.1891891891891892,2,37,But after six weeks they saw the results. They were surprised.,2
item_p0000,p0000,7,We all were.” His research followed extensive monitoring of Japan’s speed skating team in the early 1990s when he – along with the team’s coach Irisawa Koichi – noticed that short bursts of brutally hard exercise seemed to be at least as effective as hours of moderate training.,ignore,[''],7,0.2162162162162162,2,37,"We all were."" His research followed a study of the Japanese speed skating team in the early 1990s. Blatter noticed that short bursts of brutally hard exercise seemed to be at least as effective as hours of good training.",2
item_p0000,p0000,8,Tabata set out to show this with a simple experiment.,ignore,[''],8,0.2432432432432432,2,37,Tabata set out to show this out with a simple experiment in a lab.,1
item_p0000,p0000,9,One group of moderately trained students performed an hour of steady cardiovascular exercise on a stationary bike five times a week.,ignore,[''],9,0.2702702702702703,2,37,One group of moderately trained students did an hour of steady cardiovascular exercise five times a week.,1
item_p0000,p0000,10,"The other group did a ten-minute warm-up on the bike, followed by four minutes of Tabata intervals, four times a week – plus one 30-minute session of steady exercise with two minutes of intervals.",ignore,[''],10,0.2972972972972973,2,37,,3
item_p0000,p0000,11,The results were startling.,ignore,[''],11,0.3243243243243243,2,37,The results of the study were startling.,1
item_p0000,p0000,12,"After six weeks of testing, the group following Tabata’s plan – exercising for just 88 minutes a week – had increased their anaerobic capacity by 28% and their VO2 max, a key indicator of cardiovascular health and maximal aerobic power, by 15%.",ignore,[''],12,0.3513513513513513,2,37,"After six weeks of testing, the group did just 88 minutes a week. They increased the amount of exercise they got in their bodies by 28 percent. They also increased their power to keep their heart healthy.",2
item_p0000,p0000,13,"The control group, who trained for five hours every week, also improved their VO2 max, but by 10% – and their training had no effect on anaerobic capacity.",ignore,[''],13,0.3783783783783784,2,37,The non-spicy group trained for five hours every week.,1
item_p0000,p0000,14,"“We have also measured increases in heart size after three weeks of doing the protocol,” says Tabata.",ignore,[''],14,0.4054054054054054,2,37,The scientists have also measured increases in heart size after three weeks.,1
item_p0000,p0000,15,"“And there is also forthcoming research that shows that it lowers the risk of diabetes in humans, something we have already shown in rats.” But there are no half-measures here.",ignore,[''],15,0.4324324324324324,2,37,,3
item_p0000,p0000,16,"You can’t go steady on a cross trainer, chewing gum and reading the latest issue of HELLO!",ignore,[''],16,0.4594594594594595,2,37,You can't go steady on a cross trainer and chewing gum.,1
item_p0000,p0000,17,"The regimen demands head-down bursts on a stationary bike or rowing machine; explosive bodyweight exercises, sprints or suchlike.",ignore,[''],17,0.4864864864864865,2,37,"He works with electronic devices, like a stationary bike or rowing machine.",1
item_p0000,p0000,18,Remember how you felt after doing a 100m sprint at school?,ignore,[''],18,0.5135135135135135,2,37,Remember how you felt after doing a 100m sprint at school?,0
item_p0000,p0000,19,Imagine doing eight of them with only a tensecond break to recover.,ignore,[''],19,0.5405405405405406,2,37,Imagine doing eight of them with only a short break to recover.,1
item_p0000,p0000,20,"“All-out effort at 170% of your VO2 max is the criterion of the protocol,” says Tabata.",ignore,[''],20,0.5675675675675675,2,37,,3
item_p0000,p0000,21,“If you feel OK afterwards you’ve not done it properly.,ignore,[''],21,0.5945945945945946,2,37,"orbiters say, ""If you feel OK afterwards you fins Bernie've not done it properly.",0
item_p0000,p0000,22,The first three repetitions will feel easy but the last two will feel impossibly hard.,ignore,[''],22,0.6216216216216216,2,37,The first three weeks will feel easy. The last two will feel impossibly hard.,2
item_p0000,p0000,23,"In the original plan the aim was to get to eight, but some only lasted six or seven.” As one commenter on the popular exercise forum T-Nation puts it: “When done correctly you should meet God.",ignore,[''],23,0.6486486486486487,2,37,They hoped to get to eight.,1
item_p0000,p0000,24,Most people are incapable of doing it correctly and shouldn’t even try.” Tabata doesn’t completely agree.,ignore,[''],24,0.6756756756756757,2,37,Most people can't do it correctly.,1
item_p0000,p0000,25,"“Everyone can do it but beginners should start with educated trainers so that they can work at the correct intensity for them,” he explains.",ignore,[''],25,0.7027027027027027,2,37,,3
item_p0000,p0000,26,"He says that he will soon publish research showing that doing the programme just twice a week, less than half the volume in the original research, still provides significant health benefits.",ignore,[''],26,0.7297297297297297,2,37,He says that he will soon publish research showing that doing the program just twice a week is important. It still provides significant health benefits.,2
item_p0000,p0000,27,"Another soon-to-be-published finding, which Tabata describes as “rather significant”, shows that the Tabata protocol burns an extra 150 calories in the 12 hours after exercise, even at rest, due to the effect of excess post-exercise oxygen consumption.",ignore,[''],27,0.7567567567567568,2,37,Another study will soon be published. It shows that the Tabata method burns an extra 150 calories in the 12 hours after exercise. This even includes how much exercise they take in.,2
item_p0000,p0000,28,So while it is used by most people to get fit – or by fit people to get even fitter – it also burns fat.,ignore,[''],28,0.7837837837837838,2,37,It also burns fat.,1
item_p0000,p0000,29,"It’s slightly surprising, therefore, that the plan is still the preserve of the serious athlete and musclehead crowd – although that may change now that Tabata has agreed a deal with Universal Studios that will lead to a network of instructors and a DVD range released towards the end of the year.",ignore,[''],29,0.8108108108108109,2,37,"It wasn't surprising that the plan is still the preserve of the serious athlete and musclehead crowd. Now, that may change now that Tabata has agreed a deal with Universal Studios.",2
item_p0000,p0000,30,"“I decided to do this because I often go on YouTube and, while I am honoured that people are doing it, some are doing it wrong because they don’t realize the intensity you need to work at,” says Tabata.",ignore,[''],30,0.8378378378378378,2,37,,3
item_p0000,p0000,31,So should we all start incorporating this plan into our fitness regimens?,ignore,[''],31,0.8648648648648649,2,37,So should we all start using this plan when we exercise?,1
item_p0000,p0000,32,"Richard Scrivener, a former Assistant Strength and Conditioning Coach at Northampton Saints Rugby Club, says that while the benefits are clear, Tabatas are an addition, not a replacement, to a favoured sport or training method.",ignore,[''],32,0.8918918918918919,2,37,"Richard Scrivener is a former assistant coach. He says the benefits are clear, but Tabatas are not a replacement.",2
item_p0000,p0000,33,"“Runners, for instance, need a high level of running economy, which comes from skill acquisition and putting in the miles,” says Scrivener, “But they could effectively ease off the long runs and reduce the overall mileage by introducing Tabata training.",ignore,[''],33,0.918918918918919,2,37,"Businesses, for instance, need a high level of running business. This comes from skill and putting in the miles, says Scrivener.",2
item_p0000,p0000,34,"This will unload the skeleton and give joints the chance to rest and recover, especially if one is prone to niggles or has a history of injuries – and you would probably therefore get more out of the long runs when you do undertake them.” Gym rats can benefit by doing three strength sessions and three Tabatas a week.",ignore,[''],34,0.945945945945946,2,37,"This will unload the skeleton. It will give joints the chance to rest. If one is prone to niggles or has a history of injuries, you would probably get more out of the long runs when you do undertake them.",2
item_p0000,p0000,35,"And the rest of us can build up session by session, week by week, all the time knowing that it will never get easier because every session calls for maximum effort.",ignore,[''],35,0.972972972972973,2,37,,3
item_p0000,p0000,36,That’s the cruel genius of the protocol: it is unrelenting – and effective.,ignore,[''],36,1.0,2,37,That's the cruel genius of the protocol: it doesn't stop and works.,1
item_p0001,p0001,0,"A long time ago, cinema audiences were transported to a galaxy far, far away: one where imperial cruisers battled rebel ghters, where droids rubbed circuits with Wookiees and where a spaceship called the Millennium Falcon could make the Kessel Run in less than 12 parsecs.",ignore,[''],0,0.0384615384615384,2,26,"A long time ago, movie audiences were transported to a galaxy far, far away. In that galaxy, Lucasfilm movie theaters battled rebel battles. In the other picture, a spaceship called the Millennium Falcon could make the K distance Run in less than 12 parsecs.",2
item_p0001,p0001,1,"That was 1977 but, in 2015, as the franchise approaches its seventh big-screen instalment, interest in Star Wars shows no sign of abating Ð now, there is news of a new lm about Han Solo and of a reappearance for Darth Vader.",ignore,[''],1,0.0769230769230769,2,26,"That was 1977. In 2015, the company is bringing back the seventh big-screen movie. There is new information about Han Solo and other characters.",2
item_p0001,p0001,2,"ÒCountless fans around the world are in a constant state of vigilance waiting for the release of new poster art, new trailers and other information,Ó said Paul Dergarabedian, senior media analyst at box-of ce monitor Rentrak.",ignore,[''],2,0.1153846153846153,2,26,"Fans around the world are watching for the release of new poster art, new trailers and other information, said Paul Dergarabedian of Rentrak.",1
item_p0001,p0001,3,"ÒItÕs hard to imagine any other movie franchise that could evoke such a level of passion, enthusiasm and excitement.Ó The latest Star Wars mania dates from the Hollywood studio DisneyÕs purchase of Lucas lm from the lmÕs creator, George Lucas, in 2012; the $4bn acquisition was accompanied by an announcement of three more sequential ÒepisodesÓ Ð VII, VIII and IX Ð plus then unspeci ed plans for spin-off movies and Òstand- alonesÓ to ll the gaps in the release schedule.",ignore,[''],3,0.1538461538461538,2,26,It is hard to imagine any other movie series that has gotten so much people so excited. His company is making a new movie based on the movie.,2
item_p0001,p0001,4,"Details of the second spin-off have now been made public: an Òorigins storyÓ about Han Solo, the intergalactic smuggler played by Harrison Ford in the rst three lms, which is scheduled to be released in May 2018.",ignore,[''],4,0.1923076923076923,2,26,"Details of the second spin-off have now been made public. There is a story called Han Solo, the alien smuggler played by Harrison Ford in the rst three lms. Han Solo is scheduled to be released in May 2018.",2
item_p0001,p0001,5,"It will follow the release in December 2015 of Episode VII, directed by JJ Abrams and titled Star Wars: The Force Awakens, the unnamed Episode VIII due out in 2017 and the already announced spin-off, Rogue One, which will arrive in cinemas in 2016.",ignore,[''],5,0.2307692307692307,2,26,Force Awakens was released in December 2015. Its full name is Lucasfilm.,2
item_p0001,p0001,6,"That movie will outline a rebel mission to steal the plans of the Death Star, a key plot element of the rst lm in 1977.",ignore,[''],6,0.2692307692307692,2,26,That movie will show a rebel mission to steal the plans of the Death Star.,1
item_p0001,p0001,7,"Levels of interest in the rumour that Rogue One will also feature the reappearance of Darth Vader, the black-clad villain of the original series, only con rmed the power of Star Wars nostalgia.",ignore,[''],7,0.3076923076923077,2,26,"There is so much interest that Rogue One will also feature the reappearing of Darth Vader, the black-clad villain from the original series. That only made people want to think more about Star Wars.",2
item_p0001,p0001,8,"In creating a multi-stranded, multi-character cinema ÒuniverseÓ around Star Wars, Lucas lm-Disney are taking their cue from the phenomenally successful series of lms produced by Marvel Studios, which Disney also acquired, in 2009.",ignore,[''],8,0.3461538461538461,2,26,Disney also bought Marvel Studios in 2009. It owns the parks with characters from Lucasfilm.,2
item_p0001,p0001,9,Disney has brought a whole new level of marketing savvy to an already popular product: Dergarabedian cites the decision to make all six existing Star Wars lms available on streaming services as Òa brilliant way to build the anticipation for the new lm and reinvigorate the idea of Star Wars in the minds of the fansÓ.,ignore,[''],9,0.3846153846153846,2,26,"The company's decision to make all six existing ""Star Wars"" movies available on streaming services was a success, Dergarabedian said. It was a brilliant way to get people excited about the new product.",2
item_p0001,p0001,10,Whether it needs reinvigorating is questionable.,ignore,[''],10,0.4230769230769231,2,26,But whether it needs to change is not a good idea.,1
item_p0001,p0001,11,"The level of enthusiasm that has surrounded Star Wars for at least the last two decades is evidenced by what has become known as the ÒExpanded UniverseÓ: the plethora of novels, comic books, video games and merchandising that Lucas lm has created or licensed over This extra material began emerging as far back as 1978 but was given a massive kick by the mushrooming of the internet in the 1990s.",ignore,[''],11,0.4615384615384615,2,26,"Fans have been excited by the new characters for at least 20 years. It has led to a huge increase in books, comic books and video games.",2
item_p0001,p0001,12,"Role-play and fan participation show no sign of slowing: in the UK, event-cinema brand Secret Cinema have found considerable commercial success with their live staging of The Empire Strikes Back.",ignore,[''],12,0.5,2,26,"In the United Kingdom, movie theaters have become very popular with live shows.",1
item_p0001,p0001,13,"Michael Rosser, news editor for Screen International, suggests that it is this Òshared universeÓ of highly infectious nostalgia that keeps Star Wars in pole position among lm franchises.",ignore,[''],13,0.5384615384615384,2,26,Michael Rosser is the news editor for Screen International.,1
item_p0001,p0001,14,"ÒThe great thing about the original lms was that they created a huge universe of characters and possibility that sparked the imagination of viewers,Ó he said.",ignore,[''],14,0.5769230769230769,2,26,"�sson said, ""The great thing about the original lms was that they created a huge universe of characters and possibility that sparked the imagination of viewers.""",0
item_p0001,p0001,15,"ÒFor years, people have been wondering how the different strands would play out.",ignore,[''],15,0.6153846153846154,2,26,"�ésFor years, people have been wondering how the different strands would play out.",0
item_p0001,p0001,16,"This new lm, because itÕs going back to Han Solo and Luke Skywalker, looks as though it will reconnect with the original Star Wars in a way that the prequels failed to.Ó Rosser is referring to the three lms Lucas directed between 1999 and 2005 Ð The Phantom Menace, Attack of the Clones and Revenge of the Sith Ð which chronicled the life of Luke SkywalkerÕs father, Anakin, who transforms into Darth Vader.",ignore,[''],16,0.6538461538461539,2,26,It looks as though it will reconnect with the original Star Wars. That's because the three lms Lucas directed between 1999 and 2005 were called The Phantom Menace.,2
item_p0001,p0001,17,"Despite being greeted with less-than-stellar reviews, the prequels took $2.5bn at the worldwide box of ce, shortly after the release of restored and augmented Òspecial editionsÓ of the rst trilogy had netted $469m in 1997.",ignore,[''],17,0.6923076923076923,2,26,"They cost $2.5 billion worldwide. In 1997, the last three sets of sets sold for $469m.",2
item_p0001,p0001,18,"ÒIt shows the power of Star Wars that, although they were disappointing, the prequels still managed to make a lot of money,Ó said Rosser.",ignore,[''],18,0.7307692307692307,2,26,"� SciencesIt shows the power of Star Wars that, although they were disappointing, the prequels still managed to make a lot of money, said Rosser.",0
item_p0001,p0001,19,"In a lm business where branding is all and a successful franchise the answer to everybodyÕs prayers, is there a risk that movie studios will simply become branding machines and lose their interest in cinema for its own sake?",ignore,[''],19,0.7692307692307693,2,26,,3
item_p0001,p0001,20,Rosser thinks not.,ignore,[''],20,0.8076923076923077,2,26,Rosser does not think so.,1
item_p0001,p0001,21,ÒThey are desperate to ensure the longevity of the franchise and make sure the quality is kept up.,ignore,[''],21,0.8461538461538461,2,26,They want to make sure the teams stay popular and make sure their food is kept up.,1
item_p0001,p0001,22,They are also trying to bring people into the cinema at a time when lots are staying home for entertainment.,ignore,[''],22,0.8846153846153846,2,26,They are also trying to bring people into the movie theater at a time when lots are staying home for entertainment.,0
item_p0001,p0001,23,"But you donÕt want to watch Star Wars on your iPhone so I donÕt think itÕs going to run out of steam any time soon.Ó Meanwhile, Dergarabedian is anticipating massive business when The Force Awakens reaches cinemas in December 2015.",ignore,[''],23,0.9230769230769232,2,26,"Dergarabedian is excited that In December 2015, the Force Awakens will come to theaters.",1
item_p0001,p0001,24,ÒWe are certainly looking at a record opening for December and it should go on to make at least a billion dollars worldwide.,ignore,[''],24,0.9615384615384616,2,26,� experts are certainly looking at a record opening for December and it should go on to make at least a billion dollars worldwide.,0
item_p0001,p0001,25,"Truly, Star Wars is the ultimate movie brand.Ó",ignore,[''],25,1.0,2,26,"Truly, Star Wars is the ultimate movie brand.eness Bennett",0
item_p0002,p0002,0,"Up to a billion people will remain in extreme poverty by 2030 unless countries focus on inequalities and confront social, economic and cultural forces that block their escape or pull them back into impoverishment, a major report warns.",ignore,[''],0,0.027027027027027,2,37,A report says as many as a billion people will remain in extreme poverty by 2030. They will have to work to stop the inequalities and pay their bills.,2
